id,platform,title,description,category,skills,instructor,rating,num_reviews,price,level,language,duration,url,image_url,scraped_at,course_id,combined_text,platform_encoded,level_encoded,price_encoded,rating_normalized,reviews_log,reviews_normalized,popularity_score
coursera_11,Coursera,Google Data Analytics,"Skills you'll gain: Data Storytelling, Rmarkdown, Data Literacy, Data Visualization, Data Presentation, Data Ethics, Data Cleansing, Data Validation, Ggplot2, R (Software), Tableau Software, Sampling (Statistics), Presentations, Spreadsheet Software, Data Analysis, LinkedIn, Object Oriented Programming (OOP), Data Structures, Interviewing Skills, Applicant Tracking Systems",Data Science,"data, science",Google,0.0,176000,Free,Beginner,English,,https://www.coursera.org/professional-certificates/google-data-analytics,,2026-01-29T14:46:31.671603,11,google data analytics skills gain data storytelling rmarkdown data literacy data visualization data presentation data ethics data cleansing data validation ggplot2 software tableau software sampling statistics presentations spreadsheet software data analysis linkedin object oriented programming oop data structures interviewing skills applicant tracking systems data science data science,1,1,0.0,0.0,12.07824495582233,0.8780498887490358,0.3512199554996143
coursera_12,Coursera,Google Advanced Data Analytics,"Skills you'll gain: Data Storytelling, Data Visualization, Exploratory Data Analysis, Regression Analysis, Feature Engineering, Statistical Hypothesis Testing, Sampling (Statistics), Data Ethics, Logistic Regression, Model Evaluation, Data Visualization Software, Descriptive Statistics, Data Analysis, Statistical Analysis, Tableau Software, Object Oriented Programming (OOP), Data Science, Machine Learning, Interviewing Skills, Python Programming",Data Science,"data, science",Google,0.0,9900,Free,Advanced,English,,https://www.coursera.org/professional-certificates/google-advanced-data-analytics,,2026-01-29T14:46:31.874098,12,google advanced data analytics skills gain data storytelling data visualization exploratory data analysis regression analysis feature engineering statistical hypothesis testing sampling statistics data ethics logistic regression model evaluation data visualization software descriptive statistics data analysis statistical analysis tableau software object oriented programming oop data science machine interviewing skills python programming data science data science,1,3,0.0,0.0,9.200391041122515,0.6688390871068605,0.2675356348427442
coursera_13,Coursera,Mathematics for Machine Learning and Data Science,"Skills you'll gain: Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Numerical Analysis, Machine Learning Algorithms, Data Preprocessing, Machine Learning, Machine Learning Methods",Data Science,"data, science",DeepLearning.AI,0.0,3100,Free,Intermediate,English,,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science,,2026-01-29T14:46:32.073805,13,mathematics machine data science skills gain descriptive statistics bayesian statistics statistical hypothesis testing probability statistics sampling statistics probability distribution linear algebra statistical inference testing statistical analysis applied mathematics numpy probability calculus dimensionality reduction numerical analysis machine algorithms data preprocessing machine machine methods data science data science,1,2,0.0,0.0,8.03947991910045,0.5844445508752021,0.23377782035008085
coursera_14,Coursera,Introduction to Data Science in Python,"Skills you'll gain: Pandas (Python Package), Data Manipulation, NumPy, Data Cleansing, Data Transformation, Data Preprocessing, Data Science, Statistical Analysis, Data Structures, Pivot Tables And Charts, Data Analysis, Python Programming, Data Import/Export, Programming Principles",Data Science,"data, science",University of Michigan,0.0,27000,Free,Beginner,English,,https://www.coursera.org/learn/python-data-analysis,,2026-01-29T14:46:32.284447,14,data science python skills gain pandas python package data manipulation numpy data cleansing data transformation data preprocessing data science statistical analysis data structures pivot tables charts data analysis python programming data import export programming principles data science data science,1,1,0.0,0.0,10.203629181337648,0.7417713004066124,0.296708520162645
coursera_15,Coursera,Data Science Foundations,"Skills you'll gain: Dashboard, Pseudocode, Jupyter, Algorithms, Data Literacy, Data Mining, Pandas (Python Package), Data Presentation, Correlation Analysis, Web Scraping, NumPy, Data Import/Export, Probability & Statistics, Programming Principles, Predictive Modeling, Computer Programming Tools, Data Science, Unsupervised Learning, Machine Learning, Project Management",Data Science,"data, science",Multiple educators,0.0,117000,Free,Beginner,English,,https://www.coursera.org/specializations/data-science-foundations,,2026-01-29T14:46:32.479957,15,data science foundations skills gain dashboard pseudocode jupyter algorithms data literacy data mining pandas python package data presentation correlation analysis web scraping numpy data import export probability statistics programming principles predictive modeling computer programming tools data science unsupervised machine project management data science data science,1,1,0.0,0.0,11.669937760751914,0.8483672578272157,0.3393469031308863
coursera_16,Coursera,Python Project for Data Science,"Skills you'll gain: Dashboard, Pandas (Python Package), Data Presentation, Web Scraping, Jupyter, Data Analysis, Data Science, Data Processing, Data Manipulation, Python Programming, Data Collection",Data Science,"data, science",IBM,0.0,4800,Free,Intermediate,English,,https://www.coursera.org/learn/python-project-for-data-science,,2026-01-29T14:46:32.695545,16,python project data science skills gain dashboard pandas python package data presentation web scraping jupyter data analysis data science data processing data manipulation python programming data collection data science data science,1,2,0.0,0.0,8.476579508530941,0.6162202970432481,0.24648811881729926
coursera_17,Coursera,Advanced Statistics for Data Science,"Skills you'll gain: Statistical Hypothesis Testing, Sampling (Statistics), Regression Analysis, Bayesian Statistics, Statistical Analysis, Probability & Statistics, Statistical Inference, Statistical Methods, Statistical Modeling, Linear Algebra, Probability, Probability Distribution, R Programming, Biostatistics, Data Science, Statistics, Mathematical Modeling, Data Analysis, Data Modeling, Applied Mathematics",Data Science,"data, science",Johns Hopkins University,0.0,786000,Free,Advanced,English,,https://www.coursera.org/specializations/advanced-statistics-data-science,,2026-01-29T14:46:32.893165,17,advanced statistics data science skills gain statistical hypothesis testing sampling statistics regression analysis bayesian statistics statistical analysis probability statistics statistical inference statistical methods statistical modeling linear algebra probability probability distribution programming biostatistics data science statistics mathematical modeling data analysis data modeling applied mathematics data science data science,1,3,0.0,0.0,13.574713343675166,0.9868383680584597,0.3947353472233839
coursera_18,Coursera,Probability & Statistics for Machine Learning & Data Science,"Skills you'll gain: Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Probability, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Data Science, Statistical Modeling, Exploratory Data Analysis, Statistical Visualization",Data Science,"data, science",DeepLearning.AI,0.0,675000,Free,Intermediate,English,,https://www.coursera.org/learn/machine-learning-probability-and-statistics,,2026-01-29T14:46:33.088368,18,probability statistics machine data science skills gain descriptive statistics bayesian statistics statistical hypothesis testing probability statistics sampling statistics probability distribution probability statistical inference testing statistical analysis statistical machine data science statistical modeling exploratory data analysis statistical visualization data science data science,1,2,0.0,0.0,13.42246945133505,0.9757707226165183,0.39030828904660736
coursera_19,Coursera,Data Science Fundamentals with Python and SQL,"Skills you'll gain: Dashboard, SQL, Descriptive Statistics, Jupyter, Statistical Analysis, Data Analysis, Probability Distribution, Pandas (Python Package), Data Presentation, Statistics, Data Visualization, Statistical Methods, Relational Databases, Stored Procedure, Data Import/Export, Data Science, Programming Principles, Computer Programming Tools, Web Scraping, Python Programming",Data Science,"data, science",IBM,0.0,75000,Free,Beginner,English,,https://www.coursera.org/specializations/data-science-fundamentals-python-sql,,2026-01-29T14:46:33.306385,19,data science fundamentals python sql skills gain dashboard sql descriptive statistics jupyter statistical analysis data analysis probability distribution pandas python package data presentation statistics data visualization statistical methods relational databases stored procedure data import export data science programming principles computer programming tools web scraping python programming data science data science,1,1,0.0,0.0,11.225256725762893,0.81604036474556,0.326416145898224
coursera_20,Coursera,A Crash Course in Data Science,"Skills you'll gain: Data Science, Data Management, Data Analysis, Data-Driven Decision-Making, Project Design, Performance Metric, Software Engineering, Machine Learning, Statistical Inference",Data Science,"data, science",Johns Hopkins University,0.0,8400,Free,Beginner,English,,https://www.coursera.org/learn/data-science-course,,2026-01-29T14:46:33.520396,20,crash data science skills gain data science data management data analysis data driven decision making project design performance metric software engineering machine statistical inference data science data science,1,1,0.0,0.0,9.036106025364846,0.6568960903936155,0.2627584361574462
coursera_21,Coursera,Mathematical Foundations for Data Science and Analytics,"Skills you'll gain: Statistical Analysis, NumPy, Probability Distribution, Matplotlib, Statistics, Pandas (Python Package), Data Science, Probability & Statistics, Probability, Statistical Modeling, Predictive Modeling, Data Analysis, Linear Algebra, Predictive Analytics, Statistical Methods, Mathematics and Mathematical Modeling, Applied Mathematics, Python Programming, Machine Learning, Logical Reasoning",Data Science,"data, science",University of Pittsburgh,0.0,7000,Free,Beginner,English,,https://www.coursera.org/specializations/mathematical-foundations-for-data-science-and-analysis,,2026-01-29T14:46:33.737360,21,mathematical foundations data science analytics skills gain statistical analysis numpy probability distribution matplotlib statistics pandas python package data science probability statistics probability statistical modeling predictive modeling data analysis linear algebra predictive analytics statistical methods mathematics mathematical modeling applied mathematics python programming machine logical reasoning data science data science,1,1,0.0,0.0,8.853808274977197,0.6436436253183883,0.2574574501273553
coursera_22,Coursera,Data Science Challenge,"Skills you'll gain: Applied Machine Learning, Jupyter, Machine Learning Algorithms, Model Evaluation, Machine Learning, Predictive Modeling, Data Science, Python Programming, Predictive Analytics, Data Analysis, Technical Communication",Data Science,"data, science",Coursera,0.0,204000,Free,Intermediate,English,,https://www.coursera.org/projects/data-science-challenge,,2026-01-29T14:46:33.943741,22,data science challenge skills gain applied machine jupyter machine algorithms model evaluation machine predictive modeling data science python programming predictive analytics data analysis technical communication data science data science,1,2,0.0,0.0,12.225880174775122,0.8887824983335475,0.355512999333419
coursera_23,Coursera,Data Science Math Skills,"Skills you'll gain: Probability, Graphing, Algebra, Bayesian Statistics, Arithmetic, Data Science, Statistics, Calculus, General Mathematics",Data Science,"data, science",Duke University,0.0,13000,Subscription,Beginner,English,,https://www.coursera.org/learn/datasciencemathskills,,2026-01-29T14:46:34.114226,23,data science math skills skills gain probability graphing algebra bayesian statistics arithmetic data science statistics calculus general mathematics data science data science,1,1,1.0,0.0,9.472781556562168,0.6886410088805025,0.275456403552201
coursera_24,Coursera,Applied Data Science,"Skills you'll gain: Exploratory Data Analysis, Dashboard, Data Visualization Software, Plotly, Data Visualization, Model Evaluation, Interactive Data Visualization, Data Transformation, Data Analysis, Data Cleansing, Data Manipulation, Pandas (Python Package), Data Presentation, Predictive Modeling, Data Science, Data Import/Export, Programming Principles, Web Scraping, Python Programming, Machine Learning",Data Science,"data, science",IBM,0.0,61000,Free,Beginner,English,,https://www.coursera.org/specializations/applied-data-science,,2026-01-29T14:46:34.315260,24,applied data science skills gain exploratory data analysis dashboard data visualization software plotly data visualization model evaluation interactive data visualization data transformation data analysis data cleansing data manipulation pandas python package data presentation predictive modeling data science data import export programming principles web scraping python programming machine data science data science,1,1,0.0,0.0,11.0186455364637,0.8010203902010785,0.32040815608043144
coursera_25,Coursera,Data Science: Statistics and Machine Learning,"Skills you'll gain: Shiny (R Package), Rmarkdown, Model Evaluation, Regression Analysis, Exploratory Data Analysis, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Machine Learning Algorithms, Plotly, Interactive Data Visualization, Probability & Statistics, Statistical Machine Learning, Data Presentation, Data Visualization, Statistical Analysis, Statistical Modeling, R Programming, Machine Learning, GitHub",Data Science,"data, science",Johns Hopkins University,0.0,7200,Free,Intermediate,English,,https://www.coursera.org/specializations/data-science-statistics-machine-learning,,2026-01-29T14:46:34.518885,25,data science statistics machine skills gain shiny package rmarkdown model evaluation regression analysis exploratory data analysis statistical inference predictive modeling statistical hypothesis testing machine algorithms plotly interactive data visualization probability statistics statistical machine data presentation data visualization statistical analysis statistical modeling programming machine github data science data science,1,2,0.0,0.0,8.881975184248867,0.6456912697934635,0.2582765079173854
coursera_26,Coursera,Genomic Data Science,"Skills you'll gain: Bioinformatics, Unix Commands, Biostatistics, Exploratory Data Analysis, Statistical Analysis, Unix, Data Science, Data Management, Statistical Methods, Command-Line Interface, Statistical Hypothesis Testing, Linux Commands, Data Analysis Software, Data Quality, Data Structures, Data Analysis, Computer Science, Molecular Biology, R Programming, Python Programming",Data Science,"data, science",Johns Hopkins University,0.0,6800,Free,Intermediate,English,,https://www.coursera.org/specializations/genomic-data-science,,2026-01-29T14:46:34.730511,26,genomic data science skills gain bioinformatics unix commands biostatistics exploratory data analysis statistical analysis unix data science data management statistical methods command line interface statistical hypothesis testing linux commands data analysis software data quality data structures data analysis computer science molecular biology programming python programming data science data science,1,2,0.0,0.0,8.824824939175638,0.6415366292383107,0.25661465169532427
coursera_27,Coursera,Data Science Beyond the Basics (ML+DS),"Skills you'll gain: Generative AI, Model Evaluation, Supervised Learning, Generative Model Architectures, AWS SageMaker, Recurrent Neural Networks (RNNs), Unsupervised Learning, Data Preprocessing, Large Language Modeling, Time Series Analysis and Forecasting, LLM Application, Applied Machine Learning, Deep Learning, A/B Testing, Transfer Learning, Python Programming, Machine Learning, Data Analysis, AWS CloudFormation, AI Personalization",Data Science,"data, science",Coursera,0.0,25000,Free,Beginner,English,,https://www.coursera.org/specializations/data-science-beyond-the-basics-ml-and-ds,,2026-01-29T14:46:34.975260,27,data science beyond basics skills gain generative model evaluation supervised generative model architectures aws sagemaker recurrent neural networks rnns unsupervised data preprocessing large language modeling time series analysis forecasting llm application applied machine deep testing transfer python programming machine data analysis aws cloudformation personalization data science data science,1,1,0.0,0.0,10.12667110305036,0.736176693547284,0.2944706774189136
coursera_28,Coursera,Data Science: Foundations using R,"Skills you'll gain: Rmarkdown, Exploratory Data Analysis, Version Control, Statistical Analysis, R Programming, Data Manipulation, Data Cleansing, Data Science, Plot (Graphics), Statistical Programming, Statistical Visualization, Ggplot2, Big Data, R (Software), Dimensionality Reduction, Data Integration, Knitr, Data Sharing, GitHub, Machine Learning",Data Science,"data, science",Johns Hopkins University,0.0,48000,Free,Beginner,English,,https://www.coursera.org/specializations/data-science-foundations-r,,2026-01-29T14:46:35.169372,28,data science foundations using skills gain rmarkdown exploratory data analysis version control statistical analysis programming data manipulation data cleansing data science plot graphics statistical programming statistical visualization ggplot2 big data software dimensionality reduction data integration knitr data sharing github machine data science data science,1,1,0.0,0.0,10.778977123006351,0.7835972608853049,0.31343890435412197
coursera_29,Coursera,Master of Science in Data Science,"Skills you'll gain: User Story, New Product Development, Real-Time Operating Systems, Model Based Systems Engineering, Model Evaluation, Field-Programmable Gate Array (FPGA), Failure Analysis, Sustainable Business, Data Mining, Delegation Skills, Object Oriented Design, Sampling (Statistics), Proposal Writing, Supplier Management, Accountability, Data Ethics, Sustainability Reporting, Database Design, Generative AI, Sustainable Design",Data Science,"data, science",University of Colorado Boulder,0.0,0,Subscription,All Levels,English,,https://www.coursera.org/degrees/master-of-science-data-science-boulder,,2026-01-29T14:46:35.366597,29,master science data science skills gain user story new product development real time operating systems model based systems engineering model evaluation field programmable gate array fpga failure analysis sustainable business data mining delegation skills object oriented design sampling statistics proposal writing supplier management accountability data ethics sustainability reporting database design generative sustainable design data science data science,1,0,1.0,0.0,0.0,0.0,0.0
coursera_30,Coursera,Mathematics for Machine Learning,"Skills you'll gain: Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Data Preprocessing, Unsupervised Learning, Feature Engineering, Machine Learning Algorithms, Jupyter, Advanced Mathematics, Statistics, Artificial Neural Networks, Algorithms, Mathematical Modeling, Python Programming, Derivatives",Data Science,"data, science",Imperial College London,0.0,15000,Free,Beginner,English,,https://www.coursera.org/specializations/mathematics-machine-learning,,2026-01-29T14:46:35.579650,30,mathematics machine skills gain linear algebra dimensionality reduction numpy regression analysis calculus applied mathematics data preprocessing unsupervised feature engineering machine algorithms jupyter advanced mathematics statistics artificial neural networks algorithms mathematical modeling python programming derivatives data science data science,1,1,0.0,0.0,9.61587214452889,0.6990432382859136,0.27961729531436547
coursera_31,Coursera,IBM Data Analyst,"Skills you'll gain: Exploratory Data Analysis, Data Storytelling, Dashboard, Data Visualization Software, Plotly, Data Visualization, Data Presentation, Interactive Data Visualization, Generative AI, Model Evaluation, SQL, Data Transformation, Data Analysis, Statistical Visualization, IBM Cognos Analytics, Excel Formulas, Professional Networking, Data Import/Export, Microsoft Excel, Python Programming",Data Science,"data, science",IBM,0.0,98000,Free,Beginner,English,,https://www.coursera.org/professional-certificates/ibm-data-analyst,,2026-01-29T14:46:35.789720,31,ibm data analyst skills gain exploratory data analysis data storytelling dashboard data visualization software plotly data visualization data presentation interactive data visualization generative model evaluation sql data transformation data analysis statistical visualization ibm cognos analytics excel formulas professional networking data import export microsoft excel python programming data science data science,1,1,0.0,0.0,11.49273296168228,0.8354850340705363,0.33419401362821455
coursera_32,Coursera,"Python, SQL, Tableau for Data Science","Skills you'll gain: Data Storytelling, Data Presentation, SQL, Data Visualization Software, Database Design, AWS SageMaker, Unsupervised Learning, Data Visualization, Interactive Data Visualization, Dashboard, Feature Engineering, Database Management, Exploratory Data Analysis, A/B Testing, Tableau Software, Pandas (Python Package), Matplotlib, Python Programming, Data Analysis, Machine Learning",Data Science,"data, science",Coursera,0.0,22000,Free,Beginner,English,,https://www.coursera.org/professional-certificates/python-sql-tableau-data-science,,2026-01-29T14:46:35.986652,32,python sql tableau data science skills gain data storytelling data presentation sql data visualization software database design aws sagemaker unsupervised data visualization interactive data visualization dashboard feature engineering database management exploratory data analysis testing tableau software pandas python package matplotlib python programming data analysis machine data science data science,1,1,0.0,0.0,9.99884318585288,0.726884011631592,0.29075360465263683
coursera_33,Coursera,The Power of Statistics,"Skills you'll gain: Sampling (Statistics), Statistical Hypothesis Testing, Descriptive Statistics, Advanced Analytics, Data Analysis, Probability Distribution, Statistics, Probability, A/B Testing, Statistical Analysis, Data Science, Statistical Inference, Statistical Programming, Jupyter, Python Programming, Technical Communication",Data Science,"data, science",Google,0.0,870000,Free,Advanced,English,,https://www.coursera.org/learn/the-power-of-statistics,,2026-01-29T14:46:36.193654,33,power statistics skills gain sampling statistics statistical hypothesis testing descriptive statistics advanced analytics data analysis probability distribution statistics probability testing statistical analysis data science statistical inference statistical programming jupyter python programming technical communication data science data science,1,3,0.0,0.0,13.676249640055394,0.9942197329891048,0.39768789319564196
coursera_34,Coursera,Linear Algebra for Machine Learning and Data Science,"Skills you'll gain: Linear Algebra, NumPy, Dimensionality Reduction, Data Preprocessing, Machine Learning Methods, Advanced Mathematics, Data Manipulation, Applied Mathematics, Mathematical Modeling, Machine Learning, Python Programming, Algebra",Data Science,"data, science",DeepLearning.AI,0.0,2300,Free,Intermediate,English,,https://www.coursera.org/learn/machine-learning-linear-algebra,,2026-01-29T14:46:36.406400,34,linear algebra machine data science skills gain linear algebra numpy dimensionality reduction data preprocessing machine methods advanced mathematics data manipulation applied mathematics mathematical modeling machine python programming algebra data science data science,1,2,0.0,0.0,7.741099090035366,0.5627532161884398,0.22510128647537592
coursera_35,Coursera,Statistics For Data Science,"Skills you'll gain: Correlation Analysis, Probability & Statistics, Statistics, Statistical Analysis, Data Analysis, Data Science, Probability Distribution, Descriptive Statistics, Statistical Inference",Data Science,"data, science",Coursera,0.0,41000,Subscription,Beginner,English,,https://www.coursera.org/projects/statistics-data-science,,2026-01-29T14:46:36.615690,35,statistics data science skills gain correlation analysis probability statistics statistics statistical analysis data analysis data science probability distribution descriptive statistics statistical inference data science data science,1,1,1.0,0.0,10.62135173563291,0.7721383979169267,0.3088553591667707
coursera_36,Coursera,Statistics for Data Science with Python,"Skills you'll gain: Descriptive Statistics, Statistical Analysis, Data Analysis, Probability Distribution, Statistics, Data Visualization, Statistical Methods, Statistical Hypothesis Testing, Regression Analysis, Probability & Statistics, Scientific Visualization, Data Science, Matplotlib, Exploratory Data Analysis, Probability, Correlation Analysis, Pandas (Python Package), Jupyter",Data Science,"data, science",IBM,0.0,453000,Free,All Levels,English,,https://www.coursera.org/learn/statistics-for-data-science-python,,2026-01-29T14:46:36.826531,36,statistics data science python skills gain descriptive statistics statistical analysis data analysis probability distribution statistics data visualization statistical methods statistical hypothesis testing regression analysis probability statistics scientific visualization data science matplotlib exploratory data analysis probability correlation analysis pandas python package jupyter data science data science,1,0,0.0,0.0,13.023649611968253,0.9467777921975904,0.3787111168790362
coursera_37,Coursera,Machine Learning,"Skills you'll gain: Unsupervised Learning, Supervised Learning, Transfer Learning, Machine Learning, Jupyter, Applied Machine Learning, Data Ethics, Decision Tree Learning, Model Evaluation, Tensorflow, Scikit Learn (Machine Learning Library), NumPy, Predictive Modeling, Deep Learning, Artificial Intelligence, Classification Algorithms, Reinforcement Learning, Random Forest Algorithm, Feature Engineering, Data Preprocessing",Machine Learning,"machine, learning",Multiple educators,0.0,38000,Free,Beginner,English,,https://www.coursera.org/specializations/machine-learning-introduction,,2026-01-29T14:46:57.375746,37,machine skills gain unsupervised supervised transfer machine jupyter applied machine data ethics decision tree model evaluation tensorflow scikit machine library numpy predictive modeling deep artificial intelligence classification algorithms reinforcement random forest algorithm feature engineering data preprocessing machine machine,1,1,0.0,0.0,10.545367754151743,0.7666146047888459,0.3066458419155384
